μ子数据
开始时间,19:03:09
20241215 19:09:19,2.14
20241215 19:09:19,0.46
20241215 19:09:19,1.58
20241215 19:09:19,1.55
20241215 19:09:19,2.63
20241215 19:09:19,1.85
20241215 19:09:19,2.34
20241215 19:09:19,4.56
20241215 19:09:19,1.41
20241215 19:09:19,2.61
20241215 19:09:19,1.18
20241215 19:09:19,5.26
20241215 19:09:19,0.6
20241215 19:09:19,1.07
20241215 19:09:19,2.31
20241215 19:09:20,4.05
20241215 19:09:20,0.91
20241215 19:09:20,5.4
20241215 19:09:20,1.31
20241215 19:09:20,3.92
20241215 19:09:20,0.79
20241215 19:09:20,2.36
20241215 19:09:20,0.27
20241215 19:09:20,0.63
20241215 19:09:20,4.29
20241215 19:09:20,1.99
20241215 19:09:20,0.12
20241215 19:09:20,2.32
20241215 19:09:20,2.14
20241215 19:09:20,2.2
20241215 19:09:20,4.31
20241215 19:09:20,3.31
20241215 19:09:20,0.47
20241215 19:09:20,1.04
20241215 19:09:20,0.96
20241215 19:09:20,0.15
20241215 19:09:20,0.71
20241215 19:09:20,0.73
20241215 19:09:20,1.35
20241215 19:09:20,0.72
20241215 19:09:20,0.46
20241215 19:09:21,1.49
20241215 19:09:21,0.58
20241215 19:09:21,4.31
20241215 19:09:21,10.73
20241215 19:09:21,0.5
20241215 19:09:21,3.02
20241215 19:09:21,4.94
20241215 19:09:21,0.79
20241215 19:09:21,0.7
20241215 19:09:21,0.8
20241215 19:09:21,0.31
20241215 19:09:21,3.82
20241215 19:09:21,0.65
20241215 19:09:21,1.72
20241215 19:09:21,0.95
20241215 19:09:21,8.22
20241215 19:09:21,15.05
20241215 19:09:21,0.84
20241215 19:09:21,0.64
20241215 19:09:21,0.73
20241215 19:09:21,1.14
20241215 19:09:21,1.11
20241215 19:09:21,3.06
20241215 19:09:21,0.49
20241215 19:09:22,4.06
20241215 19:09:22,1.29
20241215 19:09:22,0.74
20241215 19:09:22,3.32
20241215 19:09:22,0.83
20241215 19:09:22,1.07
20241215 19:09:22,0.16
20241215 19:09:22,0.29
20241215 19:09:22,0.45
20241215 19:09:22,0.67
20241215 19:09:22,2.83
20241215 19:09:22,3.03
20241215 19:09:22,1.12
20241215 19:09:22,2.55
20241215 19:09:22,1.38
20241215 19:09:22,0.13
20241215 19:09:22,6.22
20241215 19:09:22,2.82
20241215 19:09:22,1.77
20241215 19:09:22,1.19
20241215 19:09:22,4.23
20241215 19:09:22,2.04
20241215 19:09:22,12.41
20241215 19:09:22,2.13
20241215 19:09:22,6.04
20241215 19:09:23,1.17
20241215 19:09:23,4.75
20241215 19:09:23,2.84
20241215 19:09:23,2.1
20241215 19:09:23,1.35
20241215 19:09:23,0.11
20241215 19:09:23,3.42
20241215 19:09:23,0.7
20241215 19:09:23,2.03
20241215 19:09:23,1.24
20241215 19:09:23,0.81
20241215 19:09:23,1.44
20241215 19:09:23,0.89
20241215 19:09:23,0.92
20241215 19:09:23,0.91
20241215 19:09:23,2.1
20241215 19:09:24,1.58
20241215 19:09:24,0.29
20241215 19:09:24,8.21
20241215 19:09:24,0.44
20241215 19:09:24,1.47
20241215 19:09:24,1.77
20241215 19:09:24,1.14
20241215 19:09:24,9.52
20241215 19:09:24,1.04
20241215 19:09:24,0.94
20241215 19:09:24,0.63
20241215 19:09:24,1.4
20241215 19:09:24,0.29
20241215 19:09:24,2.17
20241215 19:09:25,0.47
20241215 19:09:25,1.42
20241215 19:09:25,0.11
20241215 19:09:25,1.62
20241215 19:09:25,3.16
20241215 19:09:25,1.51
20241215 19:09:25,0.21
20241215 19:09:25,8.39
20241215 19:09:25,1.74
20241215 19:09:25,0.14
20241215 19:09:25,1.33
20241215 19:09:25,1.11
20241215 19:09:25,2.98
20241215 19:09:25,4.28
20241215 19:09:25,3.31
20241215 19:09:25,0.45
20241215 19:09:25,0.56
20241215 19:09:25,5.58
20241215 19:09:25,1.24
20241215 19:09:26,1.63
20241215 19:09:26,1.95
20241215 19:09:26,1.81
20241215 19:09:26,1.01
20241215 19:09:26,0.85
20241215 19:09:26,0.54
20241215 19:09:26,2.98
20241215 19:09:26,7.74
20241215 19:09:26,0.78
20241215 19:09:26,3.01
20241215 19:09:26,3.83
20241215 19:09:26,2.47
20241215 19:09:26,0.3
20241215 19:09:26,0.68
20241215 19:09:26,0.11
20241215 19:09:26,0.77
20241215 19:09:26,4.51
20241215 19:09:26,0.9
20241215 19:09:26,0.52
20241215 19:09:26,3.26
20241215 19:09:26,1.29
20241215 19:09:26,0.31
20241215 19:09:27,0.18
20241215 19:09:27,0.17
20241215 19:09:27,0.69
20241215 19:09:27,2.95
20241215 19:09:27,2.19
20241215 19:09:27,1.4
20241215 19:09:27,1.81
20241215 19:09:27,0.35
20241215 19:09:27,1.35
20241215 19:09:27,2.66
20241215 19:09:27,0.72
20241215 19:09:27,1.67
20241215 19:09:27,1.19
20241215 19:09:27,1.43
20241215 19:09:27,5.12
20241215 19:09:27,0.91
20241215 19:09:27,2.72
20241215 19:09:27,5.71
20241215 19:09:27,3.39
20241215 19:09:27,1.6
20241215 19:09:27,0.2
20241215 19:09:27,2.7
20241215 19:09:27,3.1
20241215 19:09:27,0.39
20241215 19:09:27,2.59
20241215 19:09:27,2.26
20241215 19:09:28,0.57
20241215 19:09:28,1.32
20241215 19:09:28,1.27
20241215 19:09:28,1.04
20241215 19:09:28,0.4
20241215 19:09:28,6.4
20241215 19:09:28,1.58
20241215 19:09:28,1.61
20241215 19:09:28,1.84
20241215 19:09:28,0.39
20241215 19:09:28,1.13
20241215 19:09:28,1.06
20241215 19:09:28,1.02
20241215 19:09:28,2.32
20241215 19:09:28,2.49
20241215 19:09:28,1.66
20241215 19:09:28,7.36
20241215 19:09:28,3.12
20241215 19:09:29,0.75
20241215 19:09:29,2.97
20241215 19:09:29,1.26
20241215 19:09:29,3.43
20241215 19:09:29,3.63
20241215 19:09:29,0.39
20241215 19:09:29,9.49
20241215 19:09:29,4.09
20241215 19:09:29,2.4
20241215 19:09:29,3.05
20241215 19:09:29,4.76
20241215 19:09:29,0.3
20241215 19:09:29,0.61
20241215 19:09:29,1.44
20241215 19:09:29,2.44
20241215 19:09:29,0.79
20241215 19:09:29,3.32
20241215 19:09:29,3.72
20241215 19:09:29,1.95
20241215 19:09:30,2.48
20241215 19:09:30,2.85
20241215 19:09:30,3.54
20241215 19:09:30,3.55
20241215 19:09:30,1.41
20241215 19:09:30,3.71
20241215 19:09:30,3.71
20241215 19:09:30,3.82
20241215 19:09:30,0.6
20241215 19:09:30,0.37
20241215 19:09:30,1.94
20241215 19:09:30,1.84
20241215 19:09:30,0.88
20241215 19:09:30,3.27
20241215 19:09:30,5.42
20241215 19:09:30,0.44
20241215 19:09:30,2.52
20241215 19:09:30,0.95
20241215 19:09:31,0.88
20241215 19:09:31,0.98
20241215 19:09:31,0.44
20241215 19:09:31,0.92
20241215 19:09:31,1.38
20241215 19:09:31,11.85
20241215 19:09:31,3.69
20241215 19:09:31,3.07
20241215 19:09:31,1.3
20241215 19:09:31,0.97
20241215 19:09:31,0.53
20241215 19:09:31,6.46
20241215 19:09:31,2.79
20241215 19:09:31,0.1
20241215 19:09:31,1.5
20241215 19:09:32,3.35
20241215 19:09:32,4
20241215 19:09:32,0.84
20241215 19:09:32,3.76
20241215 19:09:32,2.58
20241215 19:09:32,3.73
20241215 19:09:32,2.83
20241215 19:09:32,1.1
20241215 19:09:32,4.01
20241215 19:09:32,1.25
20241215 19:09:32,0.95
20241215 19:09:32,1.1
20241215 19:09:32,2.43
20241215 19:09:32,4.43
20241215 19:09:32,3.41
20241215 19:09:32,1.08
20241215 19:09:32,2.09
20241215 19:09:33,5.19
20241215 19:09:33,0.67
20241215 19:09:33,0.41
20241215 19:09:33,2.69
20241215 19:09:33,3.29
20241215 19:09:33,5.69
20241215 19:09:33,3.15
20241215 19:09:33,2.13
20241215 19:09:33,8.61
20241215 19:09:33,2.19
20241215 19:09:33,2.27
20241215 19:09:33,0.43
20241215 19:09:33,1.99
20241215 19:09:33,3.94
20241215 19:09:33,3.53
20241215 19:09:34,3.17
20241215 19:09:34,2.21
20241215 19:09:34,4.26
20241215 19:09:34,0.79
20241215 19:09:34,0.3
20241215 19:09:34,0.53
20241215 19:09:34,1.12
20241215 19:09:34,2.08
20241215 19:09:34,10.81
20241215 19:09:34,0.69
20241215 19:09:34,3.63
20241215 19:09:34,1.48
20241215 19:09:34,5.97
20241215 19:09:34,4.46
20241215 19:09:34,3.34
20241215 19:09:35,3.25
20241215 19:09:35,7.09
20241215 19:09:35,4.82
20241215 19:09:35,0.18
20241215 19:09:35,0.77
20241215 19:09:35,1.15
20241215 19:09:35,0.53
20241215 19:09:35,1.45
20241215 19:09:35,1.6
20241215 19:09:35,1.15
20241215 19:09:35,2
20241215 19:09:35,2.87
20241215 19:09:35,4.89
20241215 19:09:35,3.96
20241215 19:09:35,3.83
20241215 19:09:35,2.61
20241215 19:09:35,2.94
20241215 19:09:35,0.18
20241215 19:09:35,3.5
20241215 19:09:35,0.68
20241215 19:09:35,0.46
20241215 19:09:35,5.67
20241215 19:09:35,3.39
20241215 19:09:36,8.48
20241215 19:09:36,3.41
20241215 19:09:36,2.5
20241215 19:09:36,1.92
20241215 19:09:36,5.05
20241215 19:09:36,0.19
20241215 19:09:36,7.56
20241215 19:09:36,1.45
20241215 19:09:36,1.42
20241215 19:09:36,0.33
20241215 19:09:36,1.45
20241215 19:09:36,0.72
20241215 19:09:36,2.11
20241215 19:09:36,1.61
20241215 19:09:36,0.89
20241215 19:09:36,0.28
20241215 19:09:36,1.14
20241215 19:09:36,2.86
20241215 19:09:36,4.18
20241215 19:09:37,0.37
20241215 19:09:37,2.76
20241215 19:09:37,0.48
20241215 19:09:37,0.65
20241215 19:09:37,0.93
20241215 19:09:37,1.63
20241215 19:09:37,5.84
20241215 19:09:37,3.72
20241215 19:09:37,0.95
20241215 19:09:37,0.18
20241215 19:09:37,0.18
20241215 19:09:37,0.41
20241215 19:09:37,2.38
20241215 19:09:37,0.38
20241215 19:09:37,0.99
20241215 19:09:37,4.82
20241215 19:09:37,2.87
20241215 19:09:37,4.65
20241215 19:09:38,2.47
20241215 19:09:38,0.9
20241215 19:09:38,4.07
20241215 19:09:38,0.34
20241215 19:09:38,2.41
20241215 19:09:38,0.77
20241215 19:09:38,0.12
20241215 19:09:38,1.15
20241215 19:09:38,8.93
20241215 19:09:38,1.63
20241215 19:09:38,3.7
20241215 19:09:38,1.37
20241215 19:09:38,0.56
20241215 19:09:38,4.73
20241215 19:09:38,2.63
20241215 19:09:38,5.96
20241215 19:09:38,1.76
20241215 19:09:38,0.95
20241215 19:09:39,4.68
20241215 19:09:39,2.12
20241215 19:09:39,2.56
20241215 19:09:39,3.12
20241215 19:09:39,1.52
20241215 19:09:39,7.35
20241215 19:09:39,3.47
20241215 19:09:39,0.76
20241215 19:09:39,6.62
20241215 19:09:39,3.72
20241215 19:09:39,0.37
20241215 19:09:39,0.45
20241215 19:09:39,0.41
20241215 19:09:40,2.21
20241215 19:09:40,3.47
20241215 19:09:40,0.13
20241215 19:09:40,0.78
20241215 19:09:40,7.73
20241215 19:09:40,0.89
20241215 19:09:40,2.21
20241215 19:09:40,1.2
20241215 19:09:40,6.57
20241215 19:09:40,2.14
20241215 19:09:40,0.91
20241215 19:09:40,1.04
20241215 19:09:40,0.29
20241215 19:09:40,0.27
20241215 19:09:40,1.76
20241215 19:09:40,1.83
20241215 19:09:40,0.98
20241215 19:09:40,0.29
20241215 19:09:40,0.67
20241215 19:09:41,0.93
20241215 19:09:41,0.18
20241215 19:09:41,0.52
20241215 19:09:41,0.3
20241215 19:09:41,8.1
20241215 19:09:41,3.25
20241215 19:09:41,0.9
20241215 19:09:41,2.18
20241215 19:09:41,0.12
20241215 19:09:41,0.17
20241215 19:09:41,2.14
20241215 19:09:41,5.15
20241215 19:09:41,2
20241215 19:09:41,0.93
20241215 19:09:41,0.69
20241215 19:09:42,1.15
20241215 19:09:42,9.22
20241215 19:09:42,0.89
20241215 19:09:42,1.42
20241215 19:09:42,2.54
20241215 19:09:42,0.17
20241215 19:09:42,0.83
20241215 19:09:42,3.84
20241215 19:09:42,0.7
20241215 19:09:42,0.1
20241215 19:09:42,8.52
20241215 19:09:42,1.67
20241215 19:09:42,3.62
20241215 19:09:42,0.85
20241215 19:09:42,2.26
20241215 19:09:43,2.75
20241215 19:09:43,3.3
20241215 19:09:43,1.93
20241215 19:09:43,1.65
20241215 19:09:43,5.74
20241215 19:09:43,2.24
20241215 19:09:43,3.04
20241215 19:09:43,0.72
20241215 19:09:43,3.06
20241215 19:09:43,1.33
20241215 19:09:43,0.92
20241215 19:09:43,1.53
20241215 19:09:43,0.95
20241215 19:09:43,2.39
20241215 19:09:43,0.79
20241215 19:09:43,6.09
20241215 19:09:43,2.71
20241215 19:09:44,3.61
20241215 19:09:44,2.97
20241215 19:09:44,4.03
20241215 19:09:44,0.98
20241215 19:09:44,2.55
20241215 19:09:44,4.06
20241215 19:09:44,2.05
20241215 19:09:44,0.26
20241215 19:09:44,2.22
20241215 19:09:44,5.1
20241215 19:09:44,0.55
20241215 19:09:44,1.11
20241215 19:09:44,1.49
20241215 19:09:44,4.49
20241215 19:09:44,0.43
20241215 19:09:44,0.2
20241215 19:09:44,2.66
20241215 19:09:44,6.78
20241215 19:09:44,2.41
20241215 19:09:44,2.59
20241215 19:09:45,3.56
20241215 19:09:45,0.42
20241215 19:09:45,1.02
20241215 19:09:45,0.1
20241215 19:09:45,1.69
20241215 19:09:45,0.93
20241215 19:09:45,1.96
20241215 19:09:45,5.68
20241215 19:09:45,2.26
20241215 19:09:45,1.72
20241215 19:09:45,1.22
20241215 19:09:45,6.52
20241215 19:09:45,1.11
20241215 19:09:45,4.18
20241215 19:09:45,0.74
20241215 19:09:46,7.74
20241215 19:09:46,2.36
20241215 19:09:46,0.18
20241215 19:09:46,1.49
20241215 19:09:46,0.4
20241215 19:09:46,1.65
20241215 19:09:46,1.74
20241215 19:09:46,0.97
20241215 19:09:46,2.16
20241215 19:09:46,2.12
20241215 19:09:46,3.69
20241215 19:09:46,1.73
20241215 19:09:46,2.78
20241215 19:09:46,5.36
20241215 19:09:46,1.18
20241215 19:09:46,1.41
20241215 19:09:46,9.73
20241215 19:09:46,2.58
20241215 19:09:46,0.96
20241215 19:09:46,1.17
20241215 19:09:46,5.4
20241215 19:09:46,0.89
20241215 19:09:46,2.92
20241215 19:09:46,0.48
20241215 19:09:46,0.32
20241215 19:09:46,1.24
20241215 19:09:46,2.99
20241215 19:09:46,0.11
20241215 19:09:46,7.4
20241215 19:09:46,3.47
20241215 19:09:46,3.6
20241215 19:09:47,1.04
20241215 19:09:47,1.25
20241215 19:09:47,4.04
20241215 19:09:47,1.25
20241215 19:09:47,1.57
20241215 19:09:47,0.13
20241215 19:09:47,1.85
20241215 19:09:47,1
20241215 19:09:47,0.71
20241215 19:09:47,3.86
20241215 19:09:47,2.75
20241215 19:09:48,2.25
20241215 19:09:48,0.45
20241215 19:09:48,0.23
20241215 19:09:48,3.21
20241215 19:09:48,1.06
20241215 19:09:48,11.17
20241215 19:09:48,0.59
20241215 19:09:48,2.44
20241215 19:09:48,2.58
20241215 19:09:48,10.66
20241215 19:09:48,0.65
20241215 19:09:48,0.93
20241215 19:09:48,4.51
20241215 19:09:48,0.2
20241215 19:09:48,1.44
20241215 19:09:48,1.42
20241215 19:09:48,0.69
20241215 19:09:49,1.86
20241215 19:09:49,2.08
20241215 19:09:49,4.01
20241215 19:09:49,6.29
20241215 19:09:49,1.47
20241215 19:09:49,7.84
20241215 19:09:49,6.5
20241215 19:09:49,4.62
20241215 19:09:49,1.77
20241215 19:09:49,1.7
20241215 19:09:49,8.96
20241215 19:09:49,5.15
20241215 19:09:49,1.18
20241215 19:09:49,3.43
20241215 19:09:49,0.46
20241215 19:09:50,1.34
20241215 19:09:50,1.63
20241215 19:09:50,1.02
20241215 19:09:50,3.92
20241215 19:09:50,3.46
20241215 19:09:50,1.33
20241215 19:09:50,1.93
20241215 19:09:50,3.72
20241215 19:09:50,3.25
20241215 19:09:50,5.21
20241215 19:09:50,3.98
20241215 19:09:50,0.48
20241215 19:09:50,9.61
20241215 19:09:50,0.1
20241215 19:09:50,1.29
20241215 19:09:50,5.41
20241215 19:09:51,0.48
20241215 19:09:51,1.44
20241215 19:09:51,1.26
20241215 19:09:51,3.22
20241215 19:09:51,2.93
20241215 19:09:51,4.8
20241215 19:09:51,0.11
20241215 19:09:51,1.46
20241215 19:09:51,3.38
20241215 19:09:51,1.34
20241215 19:09:51,3.96
20241215 19:09:51,5.18
20241215 19:09:51,0.89
20241215 19:09:51,0.31
20241215 19:09:51,3.12
20241215 19:09:51,2.05
20241215 19:09:51,0.13
20241215 19:09:51,1.78
20241215 19:09:51,6
20241215 19:09:51,1.18
20241215 19:09:51,1.58
20241215 19:09:51,0.74
20241215 19:09:51,2.41
20241215 19:09:52,4.47
20241215 19:09:52,2.69
20241215 19:09:52,2.2
20241215 19:09:52,1.24
20241215 19:09:52,0.44
20241215 19:09:52,3.21
20241215 19:09:52,10.94
20241215 19:09:52,3.18
20241215 19:09:52,2.14
20241215 19:09:52,6
20241215 19:09:52,5.12
20241215 19:09:52,0.92
20241215 19:09:52,0.2
20241215 19:09:52,1.8
20241215 19:09:52,3.62
20241215 19:09:52,4.79
20241215 19:09:53,1.73
20241215 19:09:53,10.5
20241215 19:09:53,3.38
20241215 19:09:53,0.58
20241215 19:09:53,1.63
20241215 19:09:53,4.64
20241215 19:09:53,1.86
20241215 19:09:53,1.86
20241215 19:09:53,1.85
20241215 19:09:53,0.68
20241215 19:09:53,2.42
20241215 19:09:53,0.54
20241215 19:09:53,1.34
20241215 19:09:53,1.95
20241215 19:09:53,0.16
20241215 19:09:53,3.64
20241215 19:09:53,9.67
20241215 19:09:53,1.15
20241215 19:09:53,4.47
20241215 19:09:53,0.69
20241215 19:09:53,1.95
20241215 19:09:54,0.79
20241215 19:09:54,0.9
20241215 19:09:54,0.52
20241215 19:09:54,0.65
20241215 19:09:54,0.48
20241215 19:09:54,9.21
20241215 19:09:54,9.14
20241215 19:09:54,1.08
20241215 19:09:54,7.14
20241215 19:09:54,2.35
20241215 19:09:54,0.92
20241215 19:09:54,3.47
20241215 19:09:54,1.16
20241215 19:09:54,0.63
20241215 19:09:54,1.85
20241215 19:09:54,0.76
20241215 19:09:54,4.8
20241215 19:09:54,4.92
20241215 19:09:54,0.65
20241215 19:09:54,6.87
20241215 19:09:55,0.35
20241215 19:09:55,2.26
20241215 19:09:55,2.31
20241215 19:09:55,1.74
20241215 19:09:55,6.79
20241215 19:09:55,0.88
20241215 19:09:55,0.94
20241215 19:09:55,1.2
20241215 19:09:55,0.29
20241215 19:09:55,2.49
20241215 19:09:55,6
20241215 19:09:55,1.14
20241215 19:09:55,4.8
20241215 19:09:55,5.65
20241215 19:09:55,2.26
20241215 19:09:55,7.76
20241215 19:09:55,5.81
20241215 19:09:56,1.41
20241215 19:09:56,0.14
20241215 19:09:56,1.18
20241215 19:09:56,3.18
20241215 19:09:56,1.22
20241215 19:09:56,4.64
20241215 19:09:56,0.52
20241215 19:09:56,0.9
20241215 19:09:56,0.96
20241215 19:09:56,1.75
20241215 19:09:56,0.34
20241215 19:09:56,3.37
20241215 19:09:56,6.21
20241215 19:09:56,1.82
20241215 19:09:56,1.85
20241215 19:09:56,1.66
20241215 19:09:56,1.21
20241215 19:09:56,3.44
20241215 19:09:57,1.13
20241215 19:09:57,1.98
20241215 19:09:57,1.49
20241215 19:09:57,3.18
20241215 19:09:57,1.13
20241215 19:09:57,5.72
20241215 19:09:57,0.29
20241215 19:09:57,0.29
20241215 19:09:57,1.28
20241215 19:09:57,1.76
20241215 19:09:57,0.78
20241215 19:09:57,3.51
20241215 19:09:57,8.87
20241215 19:09:57,2.83
20241215 19:09:57,8.96
20241215 19:09:58,2.83
20241215 19:09:58,0.9
20241215 19:09:58,1.68
20241215 19:09:58,0.25
20241215 19:09:58,3.24
20241215 19:09:58,3.79
20241215 19:09:58,1.13
20241215 19:09:58,6.66
20241215 19:09:58,0.75
20241215 19:09:58,1.03
20241215 19:09:58,5
20241215 19:09:58,9.26
20241215 19:09:58,4.46
20241215 19:09:58,1.77
20241215 19:09:58,0.37
20241215 19:09:59,0.4
20241215 19:09:59,1.49
20241215 19:09:59,0.64
20241215 19:09:59,0.12
20241215 19:09:59,1.11
20241215 19:09:59,2.62
20241215 19:09:59,0.43
20241215 19:09:59,1.15
20241215 19:09:59,2.36
20241215 19:09:59,1.31
20241215 19:09:59,4
20241215 19:09:59,2.74
20241215 19:09:59,0.2
20241215 19:09:59,15.42
20241215 19:09:59,3.42
20241215 19:09:59,5.47
20241215 19:09:59,2.03
20241215 19:09:59,6.1
20241215 19:09:59,2.39
20241215 19:09:59,6.36
20241215 19:09:59,0.43
20241215 19:09:59,9.76
20241215 19:09:59,0.41
20241215 19:09:59,2.05
20241215 19:10:00,1.22
20241215 19:10:00,0.35
20241215 19:10:00,0.34
20241215 19:10:00,0.4
20241215 19:10:00,2.05
20241215 19:10:00,0.74
20241215 19:10:00,2.73
20241215 19:10:00,6.02
20241215 19:10:00,0.63
20241215 19:10:00,2.93
20241215 19:10:00,1.27
20241215 19:10:00,2.07
20241215 19:10:00,2.64
20241215 19:10:00,3.76
20241215 19:10:00,0.55
20241215 19:10:00,1.62
20241215 19:10:00,2.23
20241215 19:10:00,1.08
20241215 19:10:00,0.79
20241215 19:10:00,1.46
20241215 19:10:00,0.48
20241215 19:10:01,0.94
20241215 19:10:01,1.09
20241215 19:10:01,0.94
20241215 19:10:01,3.24
20241215 19:10:01,4.28
20241215 19:10:01,1.04
20241215 19:10:01,0.11
20241215 19:10:01,5.15
20241215 19:10:01,2.31
20241215 19:10:01,4.49
20241215 19:10:01,1.87
20241215 19:10:01,0.93
20241215 19:10:01,0.93
20241215 19:10:01,0.99
20241215 19:10:01,0.43
20241215 19:10:01,1.81
20241215 19:10:01,9
20241215 19:10:02,0.54
20241215 19:10:02,1.02
20241215 19:10:02,2.33
20241215 19:10:02,6.23
20241215 19:10:02,7.04
20241215 19:10:02,0.62
20241215 19:10:02,1
20241215 19:10:02,2.03
20241215 19:10:02,3.74
20241215 19:10:02,1.59
20241215 19:10:02,3.75
20241215 19:10:02,0.16
20241215 19:10:02,0.46
20241215 19:10:02,0.94
20241215 19:10:02,1.99
20241215 19:10:02,2.52
20241215 19:10:02,5.52
20241215 19:10:02,0.87
20241215 19:10:03,3.97
20241215 19:10:03,3.77
20241215 19:10:03,1
20241215 19:10:03,0.67
20241215 19:10:03,0.39
20241215 19:10:03,3.35
20241215 19:10:03,0.67
20241215 19:10:03,2.63
20241215 19:10:03,0.12
20241215 19:10:03,1.52
20241215 19:10:03,4.39
20241215 19:10:04,0.96
20241215 19:10:04,2.2
20241215 19:10:04,3.69
20241215 19:10:04,4.95
20241215 19:10:04,0.62
20241215 19:10:04,0.37
20241215 19:10:04,2.14
20241215 19:10:04,1.3
20241215 19:10:04,6.46
20241215 19:10:04,0.71
20241215 19:10:04,3.89
20241215 19:10:04,1.51
20241215 19:10:04,4.96
20241215 19:10:04,4.08
20241215 19:10:04,2.2
20241215 19:10:04,11.56
20241215 19:10:04,1.32
20241215 19:10:04,1.86
20241215 19:10:04,1.05
20241215 19:10:05,1.88
20241215 19:10:05,3.95
20241215 19:10:05,4.71
20241215 19:10:05,1.72
20241215 19:10:05,2.8
20241215 19:10:05,0.47
20241215 19:10:05,1.95
20241215 19:10:05,0.92
20241215 19:10:05,3.44
20241215 19:10:05,4.95
20241215 19:10:06,0.42
20241215 19:10:06,0.93
20241215 19:10:06,0.99
20241215 19:10:06,0.96
20241215 19:10:06,1.54
20241215 19:10:06,4
20241215 19:10:06,2.75
20241215 19:10:06,0.59
20241215 19:10:06,6.73
20241215 19:10:06,0.27
20241215 19:10:06,0.65
20241215 19:10:06,0.28
20241215 19:10:06,0.47
20241215 19:10:06,2.75
20241215 19:10:06,0.3
20241215 19:10:06,1.97
20241215 19:10:06,2.32
20241215 19:10:06,0.15
20241215 19:10:06,1.46
20241215 19:10:07,1.53
20241215 19:10:07,2.76
20241215 19:10:07,0.61
20241215 19:10:07,0.21
20241215 19:10:07,0.9
20241215 19:10:07,0.32
20241215 19:10:07,0.67
20241215 19:10:07,1.49
20241215 19:10:07,4.86
20241215 19:10:07,2.55
20241215 19:10:07,3.18
20241215 19:10:07,2.71
20241215 19:10:07,5.78
20241215 19:10:07,1.17
20241215 19:10:07,1.09
20241215 19:10:07,0.83
20241215 19:10:07,2.35
20241215 19:10:07,3.17
20241215 19:10:07,0.83
20241215 19:10:07,0.74
20241215 19:10:07,0.62
20241215 19:10:07,3.99
20241215 19:10:07,1.66
20241215 19:10:07,0.19
20241215 19:10:07,9.27
20241215 19:10:07,0.85
20241215 19:10:07,4.32
20241215 19:10:07,1.8
20241215 19:10:07,0.26
20241215 19:10:07,0.46
20241215 19:10:07,1.43
20241215 19:10:08,1.23
20241215 19:10:08,4.97
20241215 19:10:08,1.81
20241215 19:10:08,0.75
20241215 19:10:08,1.38
20241215 19:10:08,0.86
20241215 19:10:08,3.78
20241215 19:10:08,1.32
20241215 19:10:08,0.13
20241215 19:10:08,0.46
20241215 19:10:08,0.69
20241215 19:10:08,3.9
20241215 19:10:08,0.39
20241215 19:10:08,1.19
20241215 19:10:08,3.02
20241215 19:10:09,2.39
20241215 19:10:09,3.59
20241215 19:10:09,2.13
20241215 19:10:09,1.07
20241215 19:10:09,1.23
20241215 19:10:09,4.38
20241215 19:10:09,4.49
20241215 19:10:09,0.41
20241215 19:10:09,3.03
20241215 19:10:09,0.28
20241215 19:10:09,1.45
20241215 19:10:09,6.61
20241215 19:10:09,1.27
20241215 19:10:09,2.42
20241215 19:10:09,1.99
20241215 19:10:09,4.15
20241215 19:10:09,0.39
20241215 19:10:09,0.72
20241215 19:10:10,1.82
20241215 19:10:10,4.2
20241215 19:10:10,5.69
20241215 19:10:10,0.92
20241215 19:10:10,1.52
20241215 19:10:10,0.93
20241215 19:10:10,2.2
20241215 19:10:10,3.67
20241215 19:10:10,0.11
20241215 19:10:10,1.17
20241215 19:10:10,1.91
20241215 19:10:10,1.06
20241215 19:10:10,0.87
20241215 19:10:10,0.13
20241215 19:10:10,1.02
20241215 19:10:10,4.28
20241215 19:10:10,1.75
20241215 19:10:10,0.15
20241215 19:10:10,1.75
20241215 19:10:11,0.2
20241215 19:10:11,2.19
20241215 19:10:11,0.17
20241215 19:10:11,7.16
20241215 19:10:11,0.63
20241215 19:10:11,0.91
20241215 19:10:11,1.38
20241215 19:10:11,2.28
20241215 19:10:11,1.17
20241215 19:10:11,3.56
20241215 19:10:11,2.34
20241215 19:10:11,1.88
20241215 19:10:11,5.64
20241215 19:10:11,0.68
20241215 19:10:11,0.99
20241215 19:10:11,1.8
20241215 19:10:11,0.33
20241215 19:10:11,1.14
20241215 19:10:11,0.88
20241215 19:10:11,0.87
20241215 19:10:11,0.6
20241215 19:10:11,0.7
20241215 19:10:11,0.79
20241215 19:10:11,1.22
20241215 19:10:12,0.22
20241215 19:10:12,0.46
20241215 19:10:12,0.55
20241215 19:10:12,0.9
20241215 19:10:12,2.73
20241215 19:10:12,0.95
20241215 19:10:12,4.85
20241215 19:10:12,5.08
20241215 19:10:12,0.43
20241215 19:10:12,5.05
20241215 19:10:12,5.5
20241215 19:10:12,2.91
20241215 19:10:12,2.41
20241215 19:10:12,0.27
20241215 19:10:12,2.56
20241215 19:10:12,2.62
20241215 19:10:12,0.4
20241215 19:10:12,8.97
20241215 19:10:12,1.13
20241215 19:10:12,2.21
20241215 19:10:12,0.13
20241215 19:10:12,0.76
20241215 19:10:12,1.82
