μ子数据
开始时间,19:01:39
20231105 19:07:08,2.4
20231105 19:07:08,0.51
20231105 19:07:08,6.12
20231105 19:07:08,3.56
20231105 19:07:08,0.57
20231105 19:07:08,1.13
20231105 19:07:08,0.68
20231105 19:07:08,2.35
20231105 19:07:08,8.65
20231105 19:07:08,0.49
20231105 19:07:08,0.34
20231105 19:07:08,0.55
20231105 19:07:08,0.49
20231105 19:07:08,3.05
20231105 19:07:08,2.78
20231105 19:07:08,3.18
20231105 19:07:08,0.18
20231105 19:07:08,2.04
20231105 19:07:09,0.64
20231105 19:07:09,9.46
20231105 19:07:09,3.71
20231105 19:07:09,0.47
20231105 19:07:09,0.46
20231105 19:07:09,2.3
20231105 19:07:09,2.4
20231105 19:07:09,2.22
20231105 19:07:09,0.21
20231105 19:07:09,1.52
20231105 19:07:09,3.56
20231105 19:07:09,1.27
20231105 19:07:09,0.65
20231105 19:07:09,4.99
20231105 19:07:09,7.3
20231105 19:07:10,2.04
20231105 19:07:10,1.03
20231105 19:07:10,3.77
20231105 19:07:10,4.47
20231105 19:07:10,1.47
20231105 19:07:10,5.54
20231105 19:07:10,1.64
20231105 19:07:10,5.4
20231105 19:07:10,2.04
20231105 19:07:10,1.09
20231105 19:07:10,9.4
20231105 19:07:10,1.81
20231105 19:07:10,2.01
20231105 19:07:10,3.13
20231105 19:07:10,0.6
20231105 19:07:11,0.53
20231105 19:07:11,7.85
20231105 19:07:11,1.67
20231105 19:07:11,0.82
20231105 19:07:11,0.28
20231105 19:07:11,0.19
20231105 19:07:11,1.7
20231105 19:07:11,6.24
20231105 19:07:11,1.39
20231105 19:07:11,3.39
20231105 19:07:11,1.81
20231105 19:07:11,0.26
20231105 19:07:11,5.02
20231105 19:07:11,0.42
20231105 19:07:11,2.14
20231105 19:07:12,1
20231105 19:07:12,0.2
20231105 19:07:12,1.4
20231105 19:07:12,0.64
20231105 19:07:12,3.75
20231105 19:07:12,2.05
20231105 19:07:12,1.09
20231105 19:07:12,1.13
20231105 19:07:12,2.74
20231105 19:07:12,0.29
20231105 19:07:12,6.25
20231105 19:07:12,0.4
20231105 19:07:12,1.21
20231105 19:07:12,0.81
20231105 19:07:13,2.68
20231105 19:07:13,9.91
20231105 19:07:13,1.75
20231105 19:07:13,0.22
20231105 19:07:13,0.21
20231105 19:07:13,3.25
20231105 19:07:13,0.38
20231105 19:07:13,1.58
20231105 19:07:13,2.04
20231105 19:07:13,2.71
20231105 19:07:13,4.25
20231105 19:07:13,1.8
20231105 19:07:13,0.18
20231105 19:07:13,0.36
20231105 19:07:13,0.93
20231105 19:07:13,0.55
20231105 19:07:14,3.34
20231105 19:07:14,2.78
20231105 19:07:14,5.79
20231105 19:07:14,2.08
20231105 19:07:14,2.16
20231105 19:07:14,3.07
20231105 19:07:14,0.24
20231105 19:07:14,0.28
20231105 19:07:14,1.46
20231105 19:07:14,1.18
20231105 19:07:14,3.13
20231105 19:07:14,4.48
20231105 19:07:14,1.04
20231105 19:07:14,2.07
20231105 19:07:14,1.82
20231105 19:07:14,0.12
20231105 19:07:15,4.97
20231105 19:07:15,0.16
20231105 19:07:15,1.1
20231105 19:07:15,0.12
20231105 19:07:15,5.02
20231105 19:07:15,2.33
20231105 19:07:15,3.03
20231105 19:07:15,1.15
20231105 19:07:15,0.92
20231105 19:07:15,5.87
20231105 19:07:15,1.67
20231105 19:07:15,3.22
20231105 19:07:15,1.41
20231105 19:07:15,1.24
20231105 19:07:16,3.14
20231105 19:07:16,0.39
20231105 19:07:16,5.2
20231105 19:07:16,1.79
20231105 19:07:16,4.5
20231105 19:07:16,4.96
20231105 19:07:16,0.4
20231105 19:07:16,0.19
20231105 19:07:16,1.01
20231105 19:07:16,1.46
20231105 19:07:16,4.61
20231105 19:07:16,1.62
20231105 19:07:16,1.05
20231105 19:07:16,2.43
20231105 19:07:16,2.63
20231105 19:07:16,0.54
20231105 19:07:16,5.9
20231105 19:07:16,0.27
20231105 19:07:17,2.61
20231105 19:07:17,0.94
20231105 19:07:17,0.8
20231105 19:07:17,1.41
20231105 19:07:17,6.24
20231105 19:07:17,1.87
20231105 19:07:17,2.64
20231105 19:07:17,3.28
20231105 19:07:17,2.34
20231105 19:07:17,2.76
20231105 19:07:17,0.35
20231105 19:07:17,8.43
20231105 19:07:17,3.46
20231105 19:07:17,1.84
20231105 19:07:17,4.22
20231105 19:07:17,4.2
20231105 19:07:17,0.28
20231105 19:07:17,1.12
20231105 19:07:17,4.81
20231105 19:07:17,1.11
20231105 19:07:17,0.22
20231105 19:07:17,0.76
20231105 19:07:17,0.3
20231105 19:07:17,1.31
20231105 19:07:18,2.12
20231105 19:07:18,0.32
20231105 19:07:18,2.82
20231105 19:07:18,0.43
20231105 19:07:18,0.71
20231105 19:07:18,2.52
20231105 19:07:18,0.69
20231105 19:07:18,0.67
20231105 19:07:18,0.61
20231105 19:07:18,0.9
20231105 19:07:18,2.26
20231105 19:07:18,0.58
20231105 19:07:18,3.34
20231105 19:07:18,3.99
20231105 19:07:18,0.39
20231105 19:07:18,0.15
20231105 19:07:18,9.76
20231105 19:07:18,3.97
20231105 19:07:18,1.82
20231105 19:07:18,4.6
20231105 19:07:18,2.46
20231105 19:07:18,3.45
20231105 19:07:18,1.62
20231105 19:07:19,8.24
20231105 19:07:19,4.97
20231105 19:07:19,1.51
20231105 19:07:19,6.89
20231105 19:07:19,0.46
20231105 19:07:19,0.16
20231105 19:07:19,4.41
20231105 19:07:19,4.99
20231105 19:07:20,0.59
20231105 19:07:20,2.27
20231105 19:07:20,0.58
20231105 19:07:20,0.93
20231105 19:07:20,2.08
20231105 19:07:20,1.24
20231105 19:07:20,0.34
20231105 19:07:20,2.7
20231105 19:07:20,1.55
20231105 19:07:20,2.1
20231105 19:07:20,0.59
20231105 19:07:20,0.86
20231105 19:07:20,12.26
20231105 19:07:20,0.57
20231105 19:07:20,1.03
20231105 19:07:20,5.93
20231105 19:07:20,0.18
20231105 19:07:20,5.65
20231105 19:07:20,1.63
20231105 19:07:21,4.07
20231105 19:07:21,0.56
20231105 19:07:21,0.95
20231105 19:07:21,2.99
20231105 19:07:21,1.74
20231105 19:07:21,3.05
20231105 19:07:21,0.3
20231105 19:07:21,2.11
20231105 19:07:21,9.45
20231105 19:07:21,0.59
20231105 19:07:21,0.58
20231105 19:07:21,0.92
20231105 19:07:21,5.93
20231105 19:07:21,1.03
20231105 19:07:21,0.69
20231105 19:07:21,1.31
20231105 19:07:21,6.65
20231105 19:07:22,2.14
20231105 19:07:22,3.69
20231105 19:07:22,1.01
20231105 19:07:22,5.69
20231105 19:07:22,1.7
20231105 19:07:22,0.79
20231105 19:07:22,3.11
20231105 19:07:22,0.4
20231105 19:07:22,3.39
20231105 19:07:22,2.49
20231105 19:07:22,1.57
20231105 19:07:22,1.88
20231105 19:07:23,0.19
20231105 19:07:23,1.27
20231105 19:07:23,0.52
20231105 19:07:23,2.47
20231105 19:07:23,3.09
20231105 19:07:23,2.66
20231105 19:07:23,1.89
20231105 19:07:23,1.14
20231105 19:07:23,2.43
20231105 19:07:23,3.85
20231105 19:07:23,0.43
20231105 19:07:23,3.17
20231105 19:07:23,0.29
20231105 19:07:23,1.73
20231105 19:07:23,3.06
20231105 19:07:24,0.43
20231105 19:07:24,3.11
20231105 19:07:24,2.23
20231105 19:07:24,4.88
20231105 19:07:24,4
20231105 19:07:24,0.89
20231105 19:07:24,0.31
20231105 19:07:24,2.16
20231105 19:07:24,1.5
20231105 19:07:24,5.39
20231105 19:07:24,1.94
20231105 19:07:24,5.92
20231105 19:07:24,8.13
20231105 19:07:24,2.06
20231105 19:07:24,4.25
20231105 19:07:24,1.54
20231105 19:07:24,2.99
20231105 19:07:24,4.1
20231105 19:07:24,0.74
20231105 19:07:24,0.6
20231105 19:07:24,0.64
20231105 19:07:24,1.28
20231105 19:07:24,4.47
20231105 19:07:24,7.01
20231105 19:07:24,0.69
20231105 19:07:24,1.29
20231105 19:07:25,1.05
20231105 19:07:25,2.09
20231105 19:07:25,2.71
20231105 19:07:25,0.3
20231105 19:07:25,0.98
20231105 19:07:25,0.8
20231105 19:07:25,5.35
20231105 19:07:25,5.99
20231105 19:07:25,3.06
20231105 19:07:25,5.4
20231105 19:07:25,0.93
20231105 19:07:25,3.96
20231105 19:07:25,0.43
20231105 19:07:25,4.17
20231105 19:07:25,6.12
20231105 19:07:25,2.19
20231105 19:07:26,0.74
20231105 19:07:26,0.86
20231105 19:07:26,15.03
20231105 19:07:26,1.32
20231105 19:07:26,3.82
20231105 19:07:26,0.57
20231105 19:07:26,7.86
20231105 19:07:26,0.34
20231105 19:07:26,1.1
20231105 19:07:26,0.74
20231105 19:07:26,1.44
20231105 19:07:26,0.95
20231105 19:07:26,4.97
20231105 19:07:26,8.36
20231105 19:07:26,4.31
20231105 19:07:26,1.56
20231105 19:07:27,2.29
20231105 19:07:27,4.26
20231105 19:07:27,1.39
20231105 19:07:27,0.68
20231105 19:07:27,3.94
20231105 19:07:27,0.58
20231105 19:07:27,7.1
20231105 19:07:27,2.05
20231105 19:07:27,0.31
20231105 19:07:27,0.74
20231105 19:07:27,1.9
20231105 19:07:28,3.97
20231105 19:07:28,2.92
20231105 19:07:28,0.8
20231105 19:07:28,10.17
20231105 19:07:28,0.41
20231105 19:07:28,3.99
20231105 19:07:28,4.94
20231105 19:07:28,2.87
20231105 19:07:28,1.39
20231105 19:07:28,0.63
20231105 19:07:29,1.6
20231105 19:07:29,0.19
20231105 19:07:29,1.85
20231105 19:07:29,3.68
20231105 19:07:29,1.3
20231105 19:07:29,0.35
20231105 19:07:29,0.68
20231105 19:07:29,3.65
20231105 19:07:29,2.17
20231105 19:07:29,0.2
20231105 19:07:29,0.7
20231105 19:07:29,2.21
20231105 19:07:29,0.91
20231105 19:07:29,4.05
20231105 19:07:29,0.61
20231105 19:07:29,1.18
20231105 19:07:29,2.65
20231105 19:07:30,1.23
20231105 19:07:30,3.26
20231105 19:07:30,2.46
20231105 19:07:30,0.24
20231105 19:07:30,1.07
20231105 19:07:30,6.03
20231105 19:07:30,2.21
20231105 19:07:30,3.35
20231105 19:07:30,3.15
20231105 19:07:30,5.58
20231105 19:07:30,1.66
20231105 19:07:30,1.95
20231105 19:07:30,0.9
20231105 19:07:30,0.51
20231105 19:07:30,0.59
20231105 19:07:31,0.17
20231105 19:07:31,1.29
20231105 19:07:31,1.69
20231105 19:07:31,2.54
20231105 19:07:31,4.14
20231105 19:07:31,6.84
20231105 19:07:31,6.47
20231105 19:07:31,0.37
20231105 19:07:31,2.02
20231105 19:07:31,11.81
20231105 19:07:31,1.36
20231105 19:07:31,1.1
20231105 19:07:31,0.36
20231105 19:07:31,1.58
20231105 19:07:31,0.35
20231105 19:07:31,2.17
20231105 19:07:31,1.29
20231105 19:07:31,4.24
20231105 19:07:31,2.73
20231105 19:07:31,7.65
20231105 19:07:32,0.96
20231105 19:07:32,2.14
20231105 19:07:32,1
20231105 19:07:32,1.84
20231105 19:07:32,3.48
20231105 19:07:32,2.2
20231105 19:07:32,3.43
20231105 19:07:32,5.51
20231105 19:07:32,1.88
20231105 19:07:32,4.27
20231105 19:07:32,0.26
20231105 19:07:32,1.5
20231105 19:07:32,3.44
20231105 19:07:32,1.65
20231105 19:07:32,0.68
20231105 19:07:32,4.36
20231105 19:07:32,1.76
20231105 19:07:32,0.29
20231105 19:07:32,0.34
20231105 19:07:32,0.82
20231105 19:07:32,1.26
20231105 19:07:33,3.78
20231105 19:07:33,2.83
20231105 19:07:33,0.69
20231105 19:07:33,0.57
20231105 19:07:33,1.52
20231105 19:07:33,5.14
20231105 19:07:33,3.57
20231105 19:07:33,1.35
20231105 19:07:33,1.87
20231105 19:07:33,1.06
20231105 19:07:33,4.9
20231105 19:07:33,0.43
20231105 19:07:33,2.87
20231105 19:07:33,0.76
20231105 19:07:33,0.99
20231105 19:07:33,3.42
20231105 19:07:33,1.02
20231105 19:07:34,3.93
20231105 19:07:34,1.51
20231105 19:07:34,3.28
20231105 19:07:34,4.25
20231105 19:07:34,0.42
20231105 19:07:34,4.34
20231105 19:07:34,0.87
20231105 19:07:34,1.92
20231105 19:07:34,1.34
20231105 19:07:34,1.14
20231105 19:07:34,1.56
20231105 19:07:34,1.92
20231105 19:07:34,4.57
20231105 19:07:34,0.88
20231105 19:07:34,5.9
20231105 19:07:35,3.43
20231105 19:07:35,2.07
20231105 19:07:35,1.12
20231105 19:07:35,2.15
20231105 19:07:35,0.97
20231105 19:07:35,2.7
20231105 19:07:35,3.34
20231105 19:07:35,4.27
20231105 19:07:35,3.03
20231105 19:07:35,1.65
20231105 19:07:35,1.94
20231105 19:07:35,4.16
20231105 19:07:35,7.03
20231105 19:07:35,0.64
20231105 19:07:35,8.54
20231105 19:07:35,0.58
20231105 19:07:35,5.25
20231105 19:07:35,3.14
20231105 19:07:35,1.05
20231105 19:07:35,0.26
20231105 19:07:35,2.02
20231105 19:07:35,1.13
20231105 19:07:35,3.58
20231105 19:07:36,1.39
20231105 19:07:36,4.63
20231105 19:07:36,1.56
20231105 19:07:36,0.71
20231105 19:07:36,9.14
20231105 19:07:36,0.54
20231105 19:07:36,0.56
20231105 19:07:36,7.7
20231105 19:07:36,4.23
20231105 19:07:36,0.93
20231105 19:07:36,0.18
20231105 19:07:36,4.72
20231105 19:07:36,15.04
20231105 19:07:37,1.77
20231105 19:07:37,1.82
20231105 19:07:37,0.45
20231105 19:07:37,2.26
20231105 19:07:37,6.62
20231105 19:07:37,1.95
20231105 19:07:37,2.93
20231105 19:07:37,7.57
20231105 19:07:37,4.29
20231105 19:07:37,3.84
20231105 19:07:37,3.04
20231105 19:07:37,0.52
20231105 19:07:37,3.73
20231105 19:07:37,1.91
20231105 19:07:37,1.46
20231105 19:07:37,10.12
20231105 19:07:37,2.03
20231105 19:07:37,2.24
20231105 19:07:38,4.04
20231105 19:07:38,0.88
20231105 19:07:38,0.47
20231105 19:07:38,0.43
20231105 19:07:38,0.3
20231105 19:07:38,0.8
20231105 19:07:38,0.33
20231105 19:07:38,5.34
20231105 19:07:38,4.37
20231105 19:07:38,4.31
20231105 19:07:38,1.16
20231105 19:07:38,0.7
20231105 19:07:38,1.06
20231105 19:07:38,1.85
20231105 19:07:38,5.85
20231105 19:07:38,1.22
20231105 19:07:38,0.24
20231105 19:07:38,0.91
20231105 19:07:39,0.29
20231105 19:07:39,3.14
20231105 19:07:39,1.7
20231105 19:07:39,0.63
20231105 19:07:39,1.35
20231105 19:07:39,0.41
20231105 19:07:39,0.2
20231105 19:07:39,1
20231105 19:07:39,0.46
20231105 19:07:39,0.52
20231105 19:07:39,0.11
20231105 19:07:39,1.34
20231105 19:07:39,3.57
20231105 19:07:39,1.75
20231105 19:07:39,3.37
20231105 19:07:39,1.23
20231105 19:07:39,0.37
20231105 19:07:40,1.6
20231105 19:07:40,6.26
20231105 19:07:40,2.48
20231105 19:07:40,4.01
20231105 19:07:40,4.85
20231105 19:07:40,0.23
20231105 19:07:40,1.71
20231105 19:07:40,0.4
20231105 19:07:40,0.24
20231105 19:07:40,5.22
20231105 19:07:40,1.83
20231105 19:07:40,0.27
20231105 19:07:40,0.29
20231105 19:07:40,2.16
20231105 19:07:40,0.41
20231105 19:07:40,1.06
20231105 19:07:40,2.1
20231105 19:07:40,1.95
20231105 19:07:40,3.28
20231105 19:07:40,1.34
20231105 19:07:40,0.22
20231105 19:07:40,0.45
20231105 19:07:41,7.43
20231105 19:07:41,4.76
20231105 19:07:41,0.11
20231105 19:07:41,0.13
20231105 19:07:41,2.11
20231105 19:07:41,1.88
20231105 19:07:41,2.36
20231105 19:07:41,1.27
20231105 19:07:41,2.7
20231105 19:07:41,0.11
20231105 19:07:41,0.5
20231105 19:07:41,0.46
20231105 19:07:41,1.55
20231105 19:07:41,4.18
20231105 19:07:41,3.22
20231105 19:07:41,0.39
20231105 19:07:41,0.77
20231105 19:07:41,0.79
20231105 19:07:41,0.79
20231105 19:07:42,0.4
20231105 19:07:42,0.48
20231105 19:07:42,1.75
20231105 19:07:42,0.22
20231105 19:07:42,2.75
20231105 19:07:42,4.2
20231105 19:07:42,3.07
20231105 19:07:42,3.86
20231105 19:07:42,2.12
20231105 19:07:42,5.92
20231105 19:07:42,0.67
20231105 19:07:42,3.7
20231105 19:07:42,1.18
20231105 19:07:42,2.64
20231105 19:07:42,7.89
20231105 19:07:42,1.08
20231105 19:07:42,0.61
20231105 19:07:42,0.52
20231105 19:07:42,1.62
20231105 19:07:42,0.46
20231105 19:07:42,4.1
20231105 19:07:42,1.07
20231105 19:07:42,2.87
20231105 19:07:42,2.13
20231105 19:07:43,3.89
20231105 19:07:43,0.23
20231105 19:07:43,0.64
20231105 19:07:43,6.94
20231105 19:07:43,1.38
20231105 19:07:43,1.77
20231105 19:07:43,0.52
20231105 19:07:43,2.48
20231105 19:07:43,2.57
20231105 19:07:43,2.91
20231105 19:07:43,0.59
20231105 19:07:43,2.36
20231105 19:07:43,1.27
20231105 19:07:43,0.58
20231105 19:07:43,2.73
20231105 19:07:43,0.33
20231105 19:07:43,2.91
20231105 19:07:44,1.47
20231105 19:07:44,4.24
20231105 19:07:44,0.82
20231105 19:07:44,0.6
20231105 19:07:44,5.23
20231105 19:07:44,4.59
20231105 19:07:44,3.7
20231105 19:07:44,4.67
20231105 19:07:44,1.86
20231105 19:07:44,2.56
20231105 19:07:44,1.7
20231105 19:07:44,2.83
20231105 19:07:44,7.7
20231105 19:07:44,1.71
20231105 19:07:44,3.18
20231105 19:07:44,1.43
20231105 19:07:44,3.4
20231105 19:07:44,1.66
20231105 19:07:44,1.18
20231105 19:07:44,2.76
20231105 19:07:44,0.97
20231105 19:07:45,3.19
20231105 19:07:45,1.61
20231105 19:07:45,2.44
20231105 19:07:45,0.62
20231105 19:07:45,0.68
20231105 19:07:45,0.98
20231105 19:07:45,2.68
20231105 19:07:45,0.56
20231105 19:07:45,2.15
20231105 19:07:45,1.72
20231105 19:07:45,0.41
20231105 19:07:45,0.26
20231105 19:07:45,3.04
20231105 19:07:45,3.61
20231105 19:07:45,0.62
20231105 19:07:45,2.82
20231105 19:07:45,1.45
20231105 19:07:45,6.15
20231105 19:07:45,1.1
20231105 19:07:46,0.41
20231105 19:07:46,3.39
20231105 19:07:46,0.49
20231105 19:07:46,1.62
20231105 19:07:46,0.52
20231105 19:07:46,1.65
20231105 19:07:46,2.88
20231105 19:07:46,0.33
20231105 19:07:46,0.99
20231105 19:07:46,2.23
20231105 19:07:46,2.36
20231105 19:07:46,1.16
20231105 19:07:46,0.86
20231105 19:07:46,2.36
20231105 19:07:46,0.99
20231105 19:07:47,6.13
20231105 19:07:47,5.28
20231105 19:07:47,2.41
20231105 19:07:47,1.44
20231105 19:07:47,4.86
20231105 19:07:47,3.9
20231105 19:07:47,5.22
20231105 19:07:47,0.65
20231105 19:07:47,2.57
20231105 19:07:47,0.39
20231105 19:07:47,0.91
20231105 19:07:47,1.12
20231105 19:07:47,1.83
20231105 19:07:47,1.57
20231105 19:07:47,0.73
20231105 19:07:47,2.21
20231105 19:07:47,0.4
20231105 19:07:47,1.27
20231105 19:07:47,1.02
20231105 19:07:47,2.37
20231105 19:07:47,1.27
20231105 19:07:47,0.95
20231105 19:07:47,2.93
20231105 19:07:47,5.96
20231105 19:07:48,1.11
20231105 19:07:48,2.47
20231105 19:07:48,0.28
20231105 19:07:48,3.78
20231105 19:07:48,2.15
20231105 19:07:48,2.24
20231105 19:07:48,6.62
20231105 19:07:48,1.09
20231105 19:07:48,3.66
20231105 19:07:48,2.51
20231105 19:07:48,4.45
20231105 19:07:48,0.52
20231105 19:07:48,2.67
20231105 19:07:48,2.71
20231105 19:07:48,1.25
20231105 19:07:49,1.88
20231105 19:07:49,0.45
20231105 19:07:49,3.61
20231105 19:07:49,1.43
20231105 19:07:49,6.61
20231105 19:07:49,3.81
20231105 19:07:49,1.49
20231105 19:07:49,0.8
20231105 19:07:49,1.82
20231105 19:07:49,0.99
20231105 19:07:49,1.94
20231105 19:07:49,0.2
20231105 19:07:49,1.91
20231105 19:07:49,3.76
20231105 19:07:49,0.22
20231105 19:07:49,4.43
20231105 19:07:49,1.48
20231105 19:07:49,3.75
20231105 19:07:49,1.98
20231105 19:07:49,0.51
20231105 19:07:49,3.13
20231105 19:07:49,0.78
20231105 19:07:49,3.72
20231105 19:07:49,5.26
20231105 19:07:49,0.47
20231105 19:07:49,0.26
20231105 19:07:49,1.03
20231105 19:07:49,0.31
20231105 19:07:49,3.19
20231105 19:07:49,2.33
20231105 19:07:50,2.07
20231105 19:07:50,1.67
20231105 19:07:50,1.2
20231105 19:07:50,0.92
20231105 19:07:50,1.13
20231105 19:07:50,2.92
20231105 19:07:50,3.17
20231105 19:07:50,1.46
20231105 19:07:50,6.55
20231105 19:07:50,4.58
20231105 19:07:50,0.21
20231105 19:07:50,3.19
20231105 19:07:50,0.54
20231105 19:07:50,2.67
20231105 19:07:50,0.45
20231105 19:07:51,1.5
20231105 19:07:51,1.09
20231105 19:07:51,1.99
20231105 19:07:51,1.76
20231105 19:07:51,0.72
20231105 19:07:51,1.15
20231105 19:07:51,1.14
20231105 19:07:51,6.21
20231105 19:07:51,4.45
20231105 19:07:51,3.26
20231105 19:07:51,2.92
20231105 19:07:51,1.64
20231105 19:07:51,2.55
20231105 19:07:51,1.12
20231105 19:07:51,1.23
20231105 19:07:52,2.29
20231105 19:07:52,1.7
20231105 19:07:52,1.35
20231105 19:07:52,3.78
20231105 19:07:52,4.61
20231105 19:07:52,2.69
20231105 19:07:52,1.54
20231105 19:07:52,0.57
20231105 19:07:52,2.03
20231105 19:07:52,0.69
20231105 19:07:52,0.91
20231105 19:07:52,2.14
20231105 19:07:52,2.49
20231105 19:07:52,1.03
20231105 19:07:52,1.34
20231105 19:07:52,0.37
20231105 19:07:52,1.88
20231105 19:07:52,1.96
20231105 19:07:52,2.84
20231105 19:07:52,3.6
20231105 19:07:52,12.77
20231105 19:07:52,2.09
20231105 19:07:53,3.79
20231105 19:07:53,0.33
20231105 19:07:53,0.54
20231105 19:07:53,5.33
20231105 19:07:53,2.4
20231105 19:07:53,1.57
20231105 19:07:53,1.82
20231105 19:07:53,0.26
20231105 19:07:53,6.87
20231105 19:07:53,1.78
20231105 19:07:53,2.8
20231105 19:07:53,2.09
20231105 19:07:53,3.93
20231105 19:07:53,0.63
20231105 19:07:53,1.67
20231105 19:07:53,3.25
20231105 19:07:53,0.17
20231105 19:07:53,0.59
20231105 19:07:53,1.43
20231105 19:07:53,2.69
20231105 19:07:54,1.62
20231105 19:07:54,1.74
20231105 19:07:54,3.15
20231105 19:07:54,0.89
20231105 19:07:54,0.82
20231105 19:07:54,4.21
20231105 19:07:54,1.53
20231105 19:07:54,1.7
20231105 19:07:54,2.55
20231105 19:07:54,1.45
20231105 19:07:54,0.35
20231105 19:07:54,1.64
20231105 19:07:54,1.02
20231105 19:07:54,1.56
20231105 19:07:54,2.82
20231105 19:07:54,2.44
20231105 19:07:54,0.82
20231105 19:07:54,6.03
20231105 19:07:54,1.64
20231105 19:07:54,0.5
20231105 19:07:54,0.55
20231105 19:07:54,1.39
20231105 19:07:54,7.65
20231105 19:07:54,2.48
20231105 19:07:55,1.41
20231105 19:07:55,0.8
20231105 19:07:55,1.36
20231105 19:07:55,5.75
20231105 19:07:55,5.08
20231105 19:07:55,1.45
20231105 19:07:55,2.35
20231105 19:07:55,4.55
20231105 19:07:55,0.36
20231105 19:07:55,5.12
20231105 19:07:56,0.54
20231105 19:07:56,1.41
20231105 19:07:56,0.29
20231105 19:07:56,1.1
20231105 19:07:56,3.15
20231105 19:07:56,1.36
20231105 19:07:56,2.58
20231105 19:07:56,6.76
20231105 19:07:56,3.15
20231105 19:07:56,1.75
20231105 19:07:56,0.27
20231105 19:07:56,3.54
20231105 19:07:56,1.8
20231105 19:07:56,0.72
20231105 19:07:57,1.68
20231105 19:07:57,2.65
20231105 19:07:57,1.58
20231105 19:07:57,2.71
20231105 19:07:57,1.27
20231105 19:07:57,7.11
20231105 19:07:57,3.13
20231105 19:07:57,1.91
20231105 19:07:57,3.23
20231105 19:07:57,1.35
20231105 19:07:57,5.98
20231105 19:07:57,0.54
20231105 19:07:57,3.3
20231105 19:07:57,1.61
20231105 19:07:57,6.77
20231105 19:07:57,1.69
20231105 19:07:58,0.15
20231105 19:07:58,3.29
20231105 19:07:58,0.32
20231105 19:07:58,4
20231105 19:07:58,3.26
20231105 19:07:58,0.66
20231105 19:07:58,6.47
20231105 19:07:58,2.82
20231105 19:07:58,3.04
20231105 19:07:58,0.23
20231105 19:07:58,2.05
20231105 19:07:58,9.06
20231105 19:07:58,0.78
20231105 19:07:58,1.5
20231105 19:07:58,2.05
20231105 19:07:58,1.59
20231105 19:07:58,6.41
20231105 19:07:59,1.63
20231105 19:07:59,7.3
20231105 19:07:59,0.13
20231105 19:07:59,2.79
20231105 19:07:59,2.33
20231105 19:07:59,1.09
20231105 19:07:59,0.17
20231105 19:08:00,1.19
20231105 19:08:00,0.17
20231105 19:08:00,1.52
20231105 19:08:00,0.23
20231105 19:08:00,2.95
20231105 19:08:00,0.71
20231105 19:08:00,5.39
20231105 19:08:00,1.46
20231105 19:08:00,4.02
20231105 19:08:00,2.78
20231105 19:08:00,5.45
20231105 19:08:00,0.37
20231105 19:08:00,1.43
20231105 19:08:00,1.89
20231105 19:08:00,0.22
20231105 19:08:00,0.13
20231105 19:08:00,2.23
20231105 19:08:00,1.22
20231105 19:08:00,0.16
20231105 19:08:00,1.25
20231105 19:08:00,1.28
20231105 19:08:00,2
20231105 19:08:00,2.67
20231105 19:08:01,10.8
20231105 19:08:01,10.9
20231105 19:08:01,0.69
20231105 19:08:01,1.23
20231105 19:08:01,0.32
20231105 19:08:01,4.03
20231105 19:08:01,0.92
20231105 19:08:01,0.72
20231105 19:08:01,4.15
20231105 19:08:01,1.71
20231105 19:08:01,1.38
20231105 19:08:02,2.48
20231105 19:08:02,2.14
20231105 19:08:02,0.64
20231105 19:08:02,9.84
20231105 19:08:02,6.52
20231105 19:08:02,3.08
20231105 19:08:02,0.13
20231105 19:08:02,1.26
20231105 19:08:02,2.11
20231105 19:08:02,2.24
20231105 19:08:02,1.42
20231105 19:08:03,0.51
20231105 19:08:03,3.64
20231105 19:08:03,3.49
20231105 19:08:03,0.62
20231105 19:08:03,0.25
20231105 19:08:03,4.32
20231105 19:08:03,0.23
20231105 19:08:03,1.81
20231105 19:08:03,1.51
20231105 19:08:03,0.38
20231105 19:08:03,3.68
20231105 19:08:03,1.07
20231105 19:08:03,3.51
20231105 19:08:03,0.21
20231105 19:08:03,0.23
20231105 19:08:03,3.29
20231105 19:08:03,0.45
20231105 19:08:03,0.33
20231105 19:08:03,0.63
20231105 19:08:03,0.15
20231105 19:08:03,3.9
20231105 19:08:03,0.2
20231105 19:08:03,5.61
20231105 19:08:03,1.49
20231105 19:08:04,0.34
20231105 19:08:04,6.82
20231105 19:08:04,0.39
20231105 19:08:04,0.92
20231105 19:08:04,1.23
20231105 19:08:04,1.08
20231105 19:08:04,1.9
20231105 19:08:04,0.53
20231105 19:08:04,0.79
20231105 19:08:04,0.66
20231105 19:08:04,1.24
20231105 19:08:04,1.52
20231105 19:08:04,0.82
20231105 19:08:04,0.82
20231105 19:08:04,2.55
20231105 19:08:04,3.56
20231105 19:08:04,3.46
20231105 19:08:04,2.14
20231105 19:08:04,1.22
20231105 19:08:04,1.5
20231105 19:08:04,0.9
20231105 19:08:05,1.97
20231105 19:08:05,1.87
20231105 19:08:05,2.27
20231105 19:08:05,6.47
20231105 19:08:05,2.06
20231105 19:08:05,1.25
20231105 19:08:05,0.24
20231105 19:08:05,1.88
20231105 19:08:05,5.73
20231105 19:08:05,5.13
20231105 19:08:05,1.81
